name,country,region,population,revision_id,article_quality
Eleazar Huerta Valcárcel,Spain,SOUTHERN EUROPE,48300000.0,1225797093.0,Stub
Alonso de Idiáquez y Yurramendi,Spain,SOUTHERN EUROPE,48300000.0,1239332087.0,Start
Blas Infante,Spain,SOUTHERN EUROPE,48300000.0,1232417015.0,GA
Erasmo Janer Gironella,Spain,SOUTHERN EUROPE,48300000.0,1221936125.0,FA
Manuel Jiménez de Parga,Spain,SOUTHERN EUROPE,48300000.0,1245719803.0,Stub
Hernando de Lerma,Spain,SOUTHERN EUROPE,48300000.0,1212104966.0,Start
José Pascual de Liñán y Eguizábal,Spain,SOUTHERN EUROPE,48300000.0,1224412530.0,FA
Pero López de Ayala,Spain,SOUTHERN EUROPE,48300000.0,1150849598.0,C
Luis Rosado Bretón,Spain,SOUTHERN EUROPE,48300000.0,1156485593.0,Start
Álvaro de Luna,Spain,SOUTHERN EUROPE,48300000.0,1243332684.0,C
"Juan Manuel Fernández Pacheco, 8th Duke of Escalona",Spain,SOUTHERN EUROPE,48300000.0,1163078004.0,Start
Juli Marial Tey,Spain,SOUTHERN EUROPE,48300000.0,1182696836.0,Start
Manuel Marliani,Spain,SOUTHERN EUROPE,48300000.0,1225503688.0,Stub
Marquis of Amboage,Spain,SOUTHERN EUROPE,48300000.0,1220853317.0,Stub
Dolors Martí Domènech,Spain,SOUTHERN EUROPE,48300000.0,1221176889.0,C
José Luna Meléndez,Spain,SOUTHERN EUROPE,48300000.0,1225807985.0,Start
Luis Méndez de Haro,Spain,SOUTHERN EUROPE,48300000.0,1243477890.0,C
Bernardino de Mendoza,Spain,SOUTHERN EUROPE,48300000.0,1245653702.0,Start
Marcelino Menéndez y Pelayo,Spain,SOUTHERN EUROPE,48300000.0,1245487601.0,C
Luis Minguela,Spain,SOUTHERN EUROPE,48300000.0,1164369400.0,Start
Salvador Minguijón Adrián,Spain,SOUTHERN EUROPE,48300000.0,1226876537.0,FA
Pep Mòdol,Spain,SOUTHERN EUROPE,48300000.0,1104404965.0,Stub
Rafael Molera,Spain,SOUTHERN EUROPE,48300000.0,1248365842.0,C
Rafael Montoro,Spain,SOUTHERN EUROPE,48300000.0,1243522972.0,Stub
Guillermo Morphy,Spain,SOUTHERN EUROPE,48300000.0,1228639807.0,C
Pere Navarro Olivella,Spain,SOUTHERN EUROPE,48300000.0,1177249853.0,Start
Trinitat Neras i Plaja,Spain,SOUTHERN EUROPE,48300000.0,1228644300.0,Stub
Juan Everardo Nithard,Spain,SOUTHERN EUROPE,48300000.0,1245200718.0,Start
Pablo de Olavide,Spain,SOUTHERN EUROPE,48300000.0,1158835762.0,Start
Álvaro d'Ors Pérez-Peix,Spain,SOUTHERN EUROPE,48300000.0,1249899212.0,FA
Román Oyarzun Oyarzun,Spain,SOUTHERN EUROPE,48300000.0,1235475298.0,FA
Juan Pacheco,Spain,SOUTHERN EUROPE,48300000.0,1243332699.0,C
Juan Palarea Blanes,Spain,SOUTHERN EUROPE,48300000.0,1241607000.0,C
Berenguer de Palou II,Spain,SOUTHERN EUROPE,48300000.0,1186657248.0,Start
Javier María Pascual Ibañez,Spain,SOUTHERN EUROPE,48300000.0,1249112719.0,FA
Pedro Antonio de Aragón,Spain,SOUTHERN EUROPE,48300000.0,1219603807.0,Start
Juan Manuel de la Peña Bonifaz,Spain,SOUTHERN EUROPE,48300000.0,1249716627.0,Start
Antonio Pérez Crespo,Spain,SOUTHERN EUROPE,48300000.0,1221357654.0,Start
Antonio Pérez (statesman),Spain,SOUTHERN EUROPE,48300000.0,1248626781.0,C
Manuel Pizarro Moreno,Spain,SOUTHERN EUROPE,48300000.0,1242934173.0,Start
Luis Gabriel Portillo,Spain,SOUTHERN EUROPE,48300000.0,1245598382.0,Start
Pablo de Porturas y Landázuri,Spain,SOUTHERN EUROPE,48300000.0,1240726735.0,Stub
Jesús Quijano,Spain,SOUTHERN EUROPE,48300000.0,1177450947.0,Start
Domingo Ram y Lanaja,Spain,SOUTHERN EUROPE,48300000.0,1240004197.0,Start
Luis de Requesens y Relat,Spain,SOUTHERN EUROPE,48300000.0,1231552001.0,Start
Galceran de Requesens y Santa Coloma,Spain,SOUTHERN EUROPE,48300000.0,800277980.0,Start
Rafael del Riego,Spain,SOUTHERN EUROPE,48300000.0,1221860007.0,C
Miguel Romero (activist),Spain,SOUTHERN EUROPE,48300000.0,1069043798.0,Stub
Julio Ruiz de Alda,Spain,SOUTHERN EUROPE,48300000.0,1245604174.0,Start
Alfonso Rus,Spain,SOUTHERN EUROPE,48300000.0,1209070934.0,Start
Gabriel von Salamanca-Ortenburg,Spain,SOUTHERN EUROPE,48300000.0,1248329683.0,C
Sampiro,Spain,SOUTHERN EUROPE,48300000.0,1181106953.0,C
Rafael Sánchez Guerra,Spain,SOUTHERN EUROPE,48300000.0,1237052549.0,Start
Belén de Sárraga,Spain,SOUTHERN EUROPE,48300000.0,1225826824.0,C
José Sisto,Spain,SOUTHERN EUROPE,48300000.0,1092505399.0,C
Pedro Soto (politician),Spain,SOUTHERN EUROPE,48300000.0,1099628635.0,Stub
"Juan de Tassis, 1st Count of Villamediana",Spain,SOUTHERN EUROPE,48300000.0,1237348476.0,B
Francisco Elías de Tejada y Spínola,Spain,SOUTHERN EUROPE,48300000.0,1240811856.0,FA
José Perelló Torrens,Spain,SOUTHERN EUROPE,48300000.0,1188172684.0,Start
Arantza Urkaregi,Spain,SOUTHERN EUROPE,48300000.0,1237941525.0,Start
Fernando de Valdés y Salas,Spain,SOUTHERN EUROPE,48300000.0,1233552005.0,Start
Mauro Varela,Spain,SOUTHERN EUROPE,48300000.0,1161077572.0,Stub
Rodrigo Vázquez de Arce,Spain,SOUTHERN EUROPE,48300000.0,1234472572.0,Start
José Joaquín de Viana,Spain,SOUTHERN EUROPE,48300000.0,1238088449.0,Start
Narcís Vinyoles,Spain,SOUTHERN EUROPE,48300000.0,1215856775.0,Start
Pedro Vives,Spain,SOUTHERN EUROPE,48300000.0,1223572479.0,GA
Alberto Zarraoa,Spain,SOUTHERN EUROPE,48300000.0,1243871603.0,C
Mariano Zufía Urrizalqui,Spain,SOUTHERN EUROPE,48300000.0,1231889136.0,FA
Somawansa Amarasinghe,Sri Lanka,SOUTH ASIA,22700000.0,1243073099.0,GA
Chanaka Amaratunga,Sri Lanka,SOUTH ASIA,22700000.0,1241483000.0,C
Kumari Balasuriya,Sri Lanka,SOUTH ASIA,22700000.0,1231601129.0,Stub
W. E. Boteju,Sri Lanka,SOUTH ASIA,22700000.0,1249868654.0,Stub
Simon Casie Chetty,Sri Lanka,SOUTH ASIA,22700000.0,1179725774.0,C
Cissy Cooray,Sri Lanka,SOUTH ASIA,22700000.0,1219814539.0,Start
Shirley Corea,Sri Lanka,SOUTH ASIA,22700000.0,1248778602.0,C
Albert L. De Alwis Seneviratne,Sri Lanka,SOUTH ASIA,22700000.0,1185717129.0,Stub
A. J. R. de Soysa,Sri Lanka,SOUTH ASIA,22700000.0,1187003494.0,Start
Evelyn de Soysa,Sri Lanka,SOUTH ASIA,22700000.0,1219815222.0,C
David Dharmakeerthi,Sri Lanka,SOUTH ASIA,22700000.0,1228230937.0,C
J. C. Dias Bandaranaike,Sri Lanka,SOUTH ASIA,22700000.0,1203311671.0,Stub
Dhamma Dissanayake,Sri Lanka,SOUTH ASIA,22700000.0,1249711541.0,Stub
B. H. Dunuwille,Sri Lanka,SOUTH ASIA,22700000.0,1165315563.0,Stub
Niluka Ekanayake,Sri Lanka,SOUTH ASIA,22700000.0,1249650915.0,Start
William Ellawala,Sri Lanka,SOUTH ASIA,22700000.0,1225851585.0,Start
C. H. Z. Fernando,Sri Lanka,SOUTH ASIA,22700000.0,1247700741.0,C
Sam Peter Christopher Fernando,Sri Lanka,SOUTH ASIA,22700000.0,1179726139.0,Start
Saman Piyasiri Fernando,Sri Lanka,SOUTH ASIA,22700000.0,1222339547.0,GA
William Gopallawa,Sri Lanka,SOUTH ASIA,22700000.0,1247954900.0,C
C. T. Grero,Sri Lanka,SOUTH ASIA,22700000.0,1165316159.0,Stub
Deepthi Kumara Gunarathne,Sri Lanka,SOUTH ASIA,22700000.0,1183509148.0,Stub
Prasanna Gunawardena,Sri Lanka,SOUTH ASIA,22700000.0,1165316165.0,Stub
S. N. W. Hulugalle,Sri Lanka,SOUTH ASIA,22700000.0,1165316163.0,Stub
Herbert Eric Jansz,Sri Lanka,SOUTH ASIA,22700000.0,1165315225.0,Stub
Peshala Jayarathne,Sri Lanka,SOUTH ASIA,22700000.0,1239991644.0,Stub
M. P. Jayasinghe,Sri Lanka,SOUTH ASIA,22700000.0,1165316210.0,Stub
Layard Jayasundera,Sri Lanka,SOUTH ASIA,22700000.0,1165316191.0,Stub
Dayan Jayatilleka,Sri Lanka,SOUTH ASIA,22700000.0,1245069718.0,GA
Ranil Jayawardena,Sri Lanka,SOUTH ASIA,22700000.0,1247270745.0,GA
Stanley Kalpage,Sri Lanka,SOUTH ASIA,22700000.0,1242818277.0,Start
Neville Kanakaratna,Sri Lanka,SOUTH ASIA,22700000.0,1242818283.0,Start
Asoka Karunaratne,Sri Lanka,SOUTH ASIA,22700000.0,1229954743.0,Start
Nagananda Kodituwakku,Sri Lanka,SOUTH ASIA,22700000.0,1238953988.0,B
Kulasiri Kumarage,Sri Lanka,SOUTH ASIA,22700000.0,1191466959.0,Start
Hermann Albert Loos,Sri Lanka,SOUTH ASIA,22700000.0,1245891070.0,Start
Theodore Barcroft L. Moonemalle,Sri Lanka,SOUTH ASIA,22700000.0,1247654120.0,Stub
National Union of Workers (Sri Lanka),Sri Lanka,SOUTH ASIA,22700000.0,1247354907.0,Start
James Peter Obeyesekere I,Sri Lanka,SOUTH ASIA,22700000.0,1179726399.0,Stub
Solomon Christoffel Obeyesekere,Sri Lanka,SOUTH ASIA,22700000.0,1182990163.0,Start
Craig Ondarchie,Sri Lanka,SOUTH ASIA,22700000.0,1230349981.0,Start
P. B. Dissanayake,Sri Lanka,SOUTH ASIA,22700000.0,1165316456.0,Stub
Tikiri Bandara Panabokke I,Sri Lanka,SOUTH ASIA,22700000.0,1190525825.0,Stub
Sujatha Paramanathan,Sri Lanka,SOUTH ASIA,22700000.0,1247649621.0,C
James Peiris,Sri Lanka,SOUTH ASIA,22700000.0,1241519028.0,GA
M. V. P. Peiris,Sri Lanka,SOUTH ASIA,22700000.0,1242818794.0,Start
Marshal Perera,Sri Lanka,SOUTH ASIA,22700000.0,1165316488.0,Start
Jude Perera,Sri Lanka,SOUTH ASIA,22700000.0,1240127199.0,Stub
J. G. Philipsz Panditaratne,Sri Lanka,SOUTH ASIA,22700000.0,1184818193.0,Stub
Rishi Senthil Raj,Sri Lanka,SOUTH ASIA,22700000.0,1222315999.0,Start
Gotabaya Rajapaksa,Sri Lanka,SOUTH ASIA,22700000.0,1250415824.0,B
Wilfred Martin Rajapakse,Sri Lanka,SOUTH ASIA,22700000.0,1179726523.0,Stub
Vijitha Rohana,Sri Lanka,SOUTH ASIA,22700000.0,1240463277.0,Start
Prasanna Shamal Senarath,Sri Lanka,SOUTH ASIA,22700000.0,1219818027.0,Stub
Allan Morley Spaar,Sri Lanka,SOUTH ASIA,22700000.0,1249461630.0,Start
Tamil Progressive Alliance,Sri Lanka,SOUTH ASIA,22700000.0,1247900823.0,Start
O. C. Tillekeratne,Sri Lanka,SOUTH ASIA,22700000.0,1219817745.0,Stub
Stanley Tillekeratne,Sri Lanka,SOUTH ASIA,22700000.0,1227894711.0,Stub
Up-Country People's Front,Sri Lanka,SOUTH ASIA,22700000.0,1189504219.0,Stub
Nalini Weerawanni,Sri Lanka,SOUTH ASIA,22700000.0,1239993755.0,Stub
Chandradasa Wijesinghe,Sri Lanka,SOUTH ASIA,22700000.0,1187003994.0,Start
Sirimal Wijesinghe,Sri Lanka,SOUTH ASIA,22700000.0,1213943792.0,Start
Rohana Wijeweera,Sri Lanka,SOUTH ASIA,22700000.0,1249738578.0,C
Gerard Wijeyekoon,Sri Lanka,SOUTH ASIA,22700000.0,1190484705.0,Stub
Adil Abdel Aati,Sudan,NORTHERN AFRICA,48100000.0,1234479270.0,C
Abdel Fattah al-Maghrabi,Sudan,NORTHERN AFRICA,48100000.0,1215349032.0,Start
Abdel Halim Mohamed,Sudan,NORTHERN AFRICA,48100000.0,1249045451.0,GA
Ahmad Muhammad Salih,Sudan,NORTHERN AFRICA,48100000.0,1250277094.0,C
Ahmed Mohammed Yassin,Sudan,NORTHERN AFRICA,48100000.0,1215886938.0,C
Ali wad Hilu,Sudan,NORTHERN AFRICA,48100000.0,1174316394.0,Stub
Mirghani Alnasri,Sudan,NORTHERN AFRICA,48100000.0,1232037123.0,Start
Samuel Aru Bol,Sudan,NORTHERN AFRICA,48100000.0,1240695162.0,Start
Tahani Abdalla Attia Gasmalla,Sudan,NORTHERN AFRICA,48100000.0,1231858620.0,Stub
Ibrahim Balandiya,Sudan,NORTHERN AFRICA,48100000.0,1249045163.0,Stub
Daud Bolad,Sudan,NORTHERN AFRICA,48100000.0,1159405029.0,C
Bona Malwal,Sudan,NORTHERN AFRICA,48100000.0,1235651454.0,GA
Dardiri Mohammed Osman,Sudan,NORTHERN AFRICA,48100000.0,1250273088.0,C
Ahmed Diraige,Sudan,NORTHERN AFRICA,48100000.0,1184800375.0,B
El-Shafie Ahmed el-Sheikh,Sudan,NORTHERN AFRICA,48100000.0,1234479341.0,C
Bishop Philip Abbas Ghaboush,Sudan,NORTHERN AFRICA,48100000.0,1185627983.0,Stub
Zakaria Chol Gideon Gakmar,Sudan,NORTHERN AFRICA,48100000.0,1142883735.0,Stub
Shartai Jaafar Abdel Hakam,Sudan,NORTHERN AFRICA,48100000.0,1131930191.0,Stub
Ja'afar Abdul El Hakh,Sudan,NORTHERN AFRICA,48100000.0,1230682917.0,Stub
Khader Hamad,Sudan,NORTHERN AFRICA,48100000.0,1220926150.0,Stub
Khalil Ibrahim,Sudan,NORTHERN AFRICA,48100000.0,1219271670.0,C
Jarvis Yak,Sudan,NORTHERN AFRICA,48100000.0,1212603232.0,Start
Osman Kebir,Sudan,NORTHERN AFRICA,48100000.0,1249045186.0,Stub
George Kongor Arop,Sudan,NORTHERN AFRICA,48100000.0,1249045192.0,Stub
Luigi Adwok,Sudan,NORTHERN AFRICA,48100000.0,1171543658.0,GA
Saeed Madibo,Sudan,NORTHERN AFRICA,48100000.0,1235398863.0,Stub
Amin Mekki Medani,Sudan,NORTHERN AFRICA,48100000.0,1245331928.0,C
Jimmy Lemi Milla,Sudan,NORTHERN AFRICA,48100000.0,1249045200.0,Start
Mohamed al-Baghir Ahmed,Sudan,NORTHERN AFRICA,48100000.0,1242385930.0,C
Mohamed El-Amin Ahmed El-Tom,Sudan,NORTHERN AFRICA,48100000.0,1242269376.0,B
Mubarak Shaddad,Sudan,NORTHERN AFRICA,48100000.0,1222689610.0,C
Muhammad al-Mahdi al-Majdhub,Sudan,NORTHERN AFRICA,48100000.0,1228998018.0,GA
Muhammad Sa'id al-Qaddal,Sudan,NORTHERN AFRICA,48100000.0,1163542334.0,C
Muhammad Sharif (Kalifa),Sudan,NORTHERN AFRICA,48100000.0,1174958200.0,Start
Abdallahi ibn Muhammad,Sudan,NORTHERN AFRICA,48100000.0,1193384074.0,GA
Abdul-Hamid Musa Kasha,Sudan,NORTHERN AFRICA,48100000.0,1249045206.0,Stub
Muhammad Nadi Pasha,Sudan,NORTHERN AFRICA,48100000.0,1249283227.0,Start
Theophilus Ochang,Sudan,NORTHERN AFRICA,48100000.0,1136437490.0,Start
Salih Mahmoud Osman,Sudan,NORTHERN AFRICA,48100000.0,1182025504.0,Start
Omer al-Qarray,Sudan,NORTHERN AFRICA,48100000.0,1170837054.0,C
Santino Deng Teng,Sudan,NORTHERN AFRICA,48100000.0,1175191970.0,Start
Simon Makwac Mayen,Sudan,NORTHERN AFRICA,48100000.0,1142717629.0,Stub
Siricio Iro Wani,Sudan,NORTHERN AFRICA,48100000.0,1215348942.0,C
Eliaba James Surur,Sudan,NORTHERN AFRICA,48100000.0,1158776779.0,Start
Al-Haj Adam Youssef,Sudan,NORTHERN AFRICA,48100000.0,1249045222.0,Stub
Yusuf al-Ajab,Sudan,NORTHERN AFRICA,48100000.0,1082923942.0,Start
Abraham Brodersson,Sweden,NORTHERN EUROPE,10500000.0,1225361777.0,C
Leila Ali Elmi,Sweden,NORTHERN EUROPE,10500000.0,1248971122.0,Stub
Bengt Snivil,Sweden,NORTHERN EUROPE,10500000.0,1249342849.0,Stub
Rudolf Fredrik Berg,Sweden,NORTHERN EUROPE,10500000.0,1235493370.0,Start
Birger Jarl,Sweden,NORTHERN EUROPE,10500000.0,1248497385.0,C
Johan Ludvig Boye,Sweden,NORTHERN EUROPE,10500000.0,1241170462.0,Start
Birger Brosa,Sweden,NORTHERN EUROPE,10500000.0,1242448620.0,Start
Axel Brusewitz,Sweden,NORTHERN EUROPE,10500000.0,1246686913.0,Stub
Nils Claëson,Sweden,NORTHERN EUROPE,10500000.0,1240184551.0,Stub
Petrus Olai Dalekarlus,Sweden,NORTHERN EUROPE,10500000.0,1133261700.0,Stub
Christoffer Dulny,Sweden,NORTHERN EUROPE,10500000.0,1241866380.0,Start
Klas Eklund,Sweden,NORTHERN EUROPE,10500000.0,1229156274.0,C
Martin Ekström,Sweden,NORTHERN EUROPE,10500000.0,1243213512.0,Start
Nils Elowsson,Sweden,NORTHERN EUROPE,10500000.0,1178838433.0,Stub
Folke the Fat,Sweden,NORTHERN EUROPE,10500000.0,1249341037.0,Stub
Hans Reinhold von Fersen,Sweden,NORTHERN EUROPE,10500000.0,1234257793.0,Stub
Hemming Gadh,Sweden,NORTHERN EUROPE,10500000.0,1191848807.0,Start
Gösta Hallberg-Cuula,Sweden,NORTHERN EUROPE,10500000.0,1242153764.0,Start
Evelina Hahne,Sweden,NORTHERN EUROPE,10500000.0,1206235608.0,Start
Greger Helin,Sweden,NORTHERN EUROPE,10500000.0,1196282520.0,Start
Anders Henriksson (politician),Sweden,NORTHERN EUROPE,10500000.0,1095370812.0,Stub
Carl P. Herslow,Sweden,NORTHERN EUROPE,10500000.0,1167414427.0,Start
Holmger Knutsson,Sweden,NORTHERN EUROPE,10500000.0,1022950956.0,Start
Albrecht Elof Ihre,Sweden,NORTHERN EUROPE,10500000.0,1240184590.0,Stub
Johan Gustaf Helin,Sweden,NORTHERN EUROPE,10500000.0,1196284420.0,Start
Ida Karkiainen,Sweden,NORTHERN EUROPE,10500000.0,1229897409.0,Stub
Karl the Deaf,Sweden,NORTHERN EUROPE,10500000.0,1249343112.0,Stub
Gustav Kasselstrand,Sweden,NORTHERN EUROPE,10500000.0,1248633458.0,C
Mats Kettilmundsson,Sweden,NORTHERN EUROPE,10500000.0,1220804432.0,Start
Per Klarberg,Sweden,NORTHERN EUROPE,10500000.0,1217619914.0,Stub
Sture Korpi,Sweden,NORTHERN EUROPE,10500000.0,1245846292.0,Stub
Henrik Landerholm,Sweden,NORTHERN EUROPE,10500000.0,1238403211.0,Start
Yvonne Lindholm,Sweden,NORTHERN EUROPE,10500000.0,1222574845.0,Start
Peeter Luksep,Sweden,NORTHERN EUROPE,10500000.0,1246219825.0,Stub
Vilhelm Lundström (philologist),Sweden,NORTHERN EUROPE,10500000.0,1247243411.0,C
Eskil Magnusson,Sweden,NORTHERN EUROPE,10500000.0,1249348846.0,Start
Stig Malm,Sweden,NORTHERN EUROPE,10500000.0,1191857507.0,Start
Ture Malmgren,Sweden,NORTHERN EUROPE,10500000.0,1204629657.0,GA
Magnus Minniskiöld,Sweden,NORTHERN EUROPE,10500000.0,1242948023.0,C
Omar Mustafa,Sweden,NORTHERN EUROPE,10500000.0,1209453058.0,Start
Reto Nause,Sweden,NORTHERN EUROPE,10500000.0,1243764649.0,Start
Sven-Olle Olsson,Sweden,NORTHERN EUROPE,10500000.0,1214971665.0,Stub
Vera Oredsson,Sweden,NORTHERN EUROPE,10500000.0,1248269143.0,C
Gabriel Gustafsson Oxenstierna,Sweden,NORTHERN EUROPE,10500000.0,1191855968.0,C
Carl Fredrik Pechlin,Sweden,NORTHERN EUROPE,10500000.0,1174570277.0,Start
Carl Piper,Sweden,NORTHERN EUROPE,10500000.0,1234258396.0,Start
Filip Julius Bernhard von Platen,Sweden,NORTHERN EUROPE,10500000.0,1179825961.0,Stub
Tomas Polus,Sweden,NORTHERN EUROPE,10500000.0,1192131280.0,Stub
Nils Reuterholm,Sweden,NORTHERN EUROPE,10500000.0,1171229279.0,Stub
Qristina Ribohn,Sweden,NORTHERN EUROPE,10500000.0,1245027839.0,Start
Oliver Rosengren,Sweden,NORTHERN EUROPE,10500000.0,1230606371.0,Stub
Abir Al-Sahlani,Sweden,NORTHERN EUROPE,10500000.0,1242838276.0,C
Karl Gustaf Scherman,Sweden,NORTHERN EUROPE,10500000.0,1149882720.0,Stub
Per Sefastsson,Sweden,NORTHERN EUROPE,10500000.0,1249534409.0,Start
Erik Carlsson Sjöblad,Sweden,NORTHERN EUROPE,10500000.0,1009863371.0,Start
Erik Sparre,Sweden,NORTHERN EUROPE,10500000.0,1246608028.0,FA
Jacob Magnus Sprengtporten,Sweden,NORTHERN EUROPE,10500000.0,1235736355.0,C
Jimmy Ståhl,Sweden,NORTHERN EUROPE,10500000.0,1239749367.0,Stub
Adolf Ludvig Stierneld,Sweden,NORTHERN EUROPE,10500000.0,1231611546.0,Start
Vávra Suk,Sweden,NORTHERN EUROPE,10500000.0,1245847015.0,Stub
Peter Sunde,Sweden,NORTHERN EUROPE,10500000.0,1246258775.0,C
August Tamm,Sweden,NORTHERN EUROPE,10500000.0,1245846939.0,Stub
Robert Macfie Thorburn,Sweden,NORTHERN EUROPE,10500000.0,1240718396.0,Start
Jessica Thunander,Sweden,NORTHERN EUROPE,10500000.0,1248954135.0,Stub
Lars Törnman,Sweden,NORTHERN EUROPE,10500000.0,1036368817.0,Stub
Ulrika Björklund,Sweden,NORTHERN EUROPE,10500000.0,1246219604.0,Stub
Fredrik Vejdeland,Sweden,NORTHERN EUROPE,10500000.0,1248630285.0,C
Gustaf af Wetterstedt,Sweden,NORTHERN EUROPE,10500000.0,1245847744.0,Stub
Bertil Zachrisson,Sweden,NORTHERN EUROPE,10500000.0,1242494191.0,Stub
Arthur Bally,Switzerland,WESTERN EUROPE,8800000.0,1223344313.0,Stub
Gallus Jacob Baumgartner,Switzerland,WESTERN EUROPE,8800000.0,1218642069.0,Start
Jacqueline Berenstein-Wavre,Switzerland,WESTERN EUROPE,8800000.0,1227596158.0,Start
Toni Bortoluzzi,Switzerland,WESTERN EUROPE,8800000.0,1244053937.0,Start
Franz Josef Bucher,Switzerland,WESTERN EUROPE,8800000.0,1231998192.0,GA
Adolf Bühler Jr.,Switzerland,WESTERN EUROPE,8800000.0,1158603291.0,Start
Thomas Burgherr,Switzerland,WESTERN EUROPE,8800000.0,1244066206.0,Start
Achille Casanova,Switzerland,WESTERN EUROPE,8800000.0,1153207621.0,Start
Conradin Cramer,Switzerland,WESTERN EUROPE,8800000.0,1244057987.0,Start
Niklaus Dachselhofer,Switzerland,WESTERN EUROPE,8800000.0,1244058682.0,Stub
Denis de la Reussille,Switzerland,WESTERN EUROPE,8800000.0,1179851210.0,Stub
Josef Dittli,Switzerland,WESTERN EUROPE,8800000.0,1244066634.0,Start
Ruggero Dollfus,Switzerland,WESTERN EUROPE,8800000.0,1249454578.0,C
Nina Fehr Düsel,Switzerland,WESTERN EUROPE,8800000.0,1244066162.0,Start
Sigmund von Erlach,Switzerland,WESTERN EUROPE,8800000.0,1244058763.0,Stub
Johann Rudolf Faesch,Switzerland,WESTERN EUROPE,8800000.0,1244057992.0,Stub
Peter Falck,Switzerland,WESTERN EUROPE,8800000.0,1243369901.0,GA
Annina von Falkenstein,Switzerland,WESTERN EUROPE,8800000.0,1244057999.0,Stub
Patricia von Falkenstein,Switzerland,WESTERN EUROPE,8800000.0,1244066170.0,Start
Laurence Fehlmann Rielle,Switzerland,WESTERN EUROPE,8800000.0,1244066109.0,Stub
Hans Fehr,Switzerland,WESTERN EUROPE,8800000.0,1241393677.0,Start
Nils Fiechter,Switzerland,WESTERN EUROPE,8800000.0,1230781988.0,Start
Ersilia Fossati,Switzerland,WESTERN EUROPE,8800000.0,1244055920.0,C
Samuel Frey,Switzerland,WESTERN EUROPE,8800000.0,1245557114.0,C
Benjamin Giezendanner,Switzerland,WESTERN EUROPE,8800000.0,1250258460.0,GA
Urs Glutz von Blotzheim,Switzerland,WESTERN EUROPE,8800000.0,1166283068.0,Stub
Jean-Pierre Grin-Hofmann,Switzerland,WESTERN EUROPE,8800000.0,1250258940.0,Start
Lars Guggisberg,Switzerland,WESTERN EUROPE,8800000.0,1244066096.0,Start
Petermann von Gundoldingen,Switzerland,WESTERN EUROPE,8800000.0,1234455075.0,Start
Martin Haab,Switzerland,WESTERN EUROPE,8800000.0,1244066124.0,Start
Hans-Ulrich Bigler,Switzerland,WESTERN EUROPE,8800000.0,1244058553.0,Stub
André Hediger,Switzerland,WESTERN EUROPE,8800000.0,1244058232.0,Start
Heidi Z'graggen,Switzerland,WESTERN EUROPE,8800000.0,1244066625.0,Stub
Georg Friedrich Heilmann,Switzerland,WESTERN EUROPE,8800000.0,1234879513.0,Stub
Thomas Helbling,Switzerland,WESTERN EUROPE,8800000.0,1237220384.0,Start
David Hess (painter),Switzerland,WESTERN EUROPE,8800000.0,1191616390.0,Start
Karl Otto Hunziker,Switzerland,WESTERN EUROPE,8800000.0,1133272037.0,Start
Jakob Stark,Switzerland,WESTERN EUROPE,8800000.0,1244058343.0,Stub
Jean-Pierre Hocké,Switzerland,WESTERN EUROPE,8800000.0,1244057824.0,Stub
Walter Kälin,Switzerland,WESTERN EUROPE,8800000.0,1186854964.0,C
Thomas Knutti,Switzerland,WESTERN EUROPE,8800000.0,1244066213.0,Stub
Kris Vietze,Switzerland,WESTERN EUROPE,8800000.0,1244066080.0,Start
Frédéric-César de La Harpe,Switzerland,WESTERN EUROPE,8800000.0,1244058843.0,C
Georgie Lamon,Switzerland,WESTERN EUROPE,8800000.0,1226360681.0,Stub
Hubert Lauper,Switzerland,WESTERN EUROPE,8800000.0,1244054758.0,Start
Paul Lüönd,Switzerland,WESTERN EUROPE,8800000.0,1073049884.0,Stub
Martin Hübscher,Switzerland,WESTERN EUROPE,8800000.0,1244054811.0,Stub
Ursula Mauch,Switzerland,WESTERN EUROPE,8800000.0,1195570688.0,Start
Jakob Meyer zum Hasen,Switzerland,WESTERN EUROPE,8800000.0,1244058039.0,C
Kurt Meyer (Lucerne),Switzerland,WESTERN EUROPE,8800000.0,1205146093.0,Stub
Simon Michel,Switzerland,WESTERN EUROPE,8800000.0,1244066188.0,Start
Damian Müller,Switzerland,WESTERN EUROPE,8800000.0,1244066611.0,Start
Peter Ochs,Switzerland,WESTERN EUROPE,8800000.0,1244058842.0,Start
Giovanni Orelli,Switzerland,WESTERN EUROPE,8800000.0,1202694805.0,Start
Ludwig Pfyffer,Switzerland,WESTERN EUROPE,8800000.0,1240133847.0,Start
Paul Rechsteiner,Switzerland,WESTERN EUROPE,8800000.0,1250258921.0,Start
Rudolf Rechsteiner,Switzerland,WESTERN EUROPE,8800000.0,1223078631.0,Stub
Ital Reding the Elder,Switzerland,WESTERN EUROPE,8800000.0,1215773663.0,Start
Jules Repond,Switzerland,WESTERN EUROPE,8800000.0,1208465181.0,Start
Estelle Revaz,Switzerland,WESTERN EUROPE,8800000.0,1246437002.0,Start
Gebhard Rohner,Switzerland,WESTERN EUROPE,8800000.0,1244056151.0,Stub
Eduard August Rübel,Switzerland,WESTERN EUROPE,8800000.0,1246874348.0,Start
Farah Rumy,Switzerland,WESTERN EUROPE,8800000.0,1244066021.0,Start
