name,country,region,population
Daniel Mukoko Samba,Congo DR,MIDDLE AFRICA,102.3
Paul-Joseph Mukungubila,Congo DR,MIDDLE AFRICA,102.3
Medard Mulangala,Congo DR,MIDDLE AFRICA,102.3
Didier Mumengi,Congo DR,MIDDLE AFRICA,102.3
Kasongo Munganga,Congo DR,MIDDLE AFRICA,102.3
Jean-Claude Kazembe Musonda,Congo DR,MIDDLE AFRICA,102.3
Jules Mutebutsi,Congo DR,MIDDLE AFRICA,102.3
Laurent Nkunda,Congo DR,MIDDLE AFRICA,102.3
Muanda Nsemi,Congo DR,MIDDLE AFRICA,102.3
Victor Promontorio,Congo DR,MIDDLE AFRICA,102.3
Jean-Marie Runiga,Congo DR,MIDDLE AFRICA,102.3
Alain Daniel Shekomba,Congo DR,MIDDLE AFRICA,102.3
Koloso Sumaili,Congo DR,MIDDLE AFRICA,102.3
Noël K. Tshiani Muadiamvita,Congo DR,MIDDLE AFRICA,102.3
Emery Wafwana,Congo DR,MIDDLE AFRICA,102.3
Yolande Ebongo Osongo,Congo DR,MIDDLE AFRICA,102.3
Florentino Alfaro Zamora,Costa Rica,CENTRAL AMERICA,5.3
Alejandro Alvarado García,Costa Rica,CENTRAL AMERICA,5.3
Antonio Saldaña,Costa Rica,CENTRAL AMERICA,5.3
Armando Aráuz Aguilar,Costa Rica,CENTRAL AMERICA,5.3
Birche,Costa Rica,CENTRAL AMERICA,5.3
Tranquilino de Bonilla y Herdocia,Costa Rica,CENTRAL AMERICA,5.3
Juan José de Bonilla y Herdocia,Costa Rica,CENTRAL AMERICA,5.3
Miguel de Bonilla y Laya-Bolívar,Costa Rica,CENTRAL AMERICA,5.3
Stephan Brunner,Costa Rica,CENTRAL AMERICA,5.3
Marvin Calvo Montoya,Costa Rica,CENTRAL AMERICA,5.3
Florencio del Castillo,Costa Rica,CENTRAL AMERICA,5.3
Paola Vega Castillo,Costa Rica,CENTRAL AMERICA,5.3
Ramón Castro y Ramírez,Costa Rica,CENTRAL AMERICA,5.3
Ricardo Castro Beeche,Costa Rica,CENTRAL AMERICA,5.3
Teodoro Willink Castro,Costa Rica,CENTRAL AMERICA,5.3
José Joaquín Chaverri Sievert,Costa Rica,CENTRAL AMERICA,5.3
José Miguel Corrales Bolaños,Costa Rica,CENTRAL AMERICA,5.3
Correque,Costa Rica,CENTRAL AMERICA,5.3
Aquileo J. Echeverría,Costa Rica,CENTRAL AMERICA,5.3
El Guarco,Costa Rica,CENTRAL AMERICA,5.3
Narciso Esquivel y Salazar,Costa Rica,CENTRAL AMERICA,5.3
Alberto Fait Lizano,Costa Rica,CENTRAL AMERICA,5.3
King Garabito,Costa Rica,CENTRAL AMERICA,5.3
Gerardo Gómez Ramírez,Costa Rica,CENTRAL AMERICA,5.3
Joaquín Gutiérrez,Costa Rica,CENTRAL AMERICA,5.3
Fernando Guzmán Mata,Costa Rica,CENTRAL AMERICA,5.3
Gerardo Guzmán Quirós,Costa Rica,CENTRAL AMERICA,5.3
Joaquín de Iglesias Vidamartel,Costa Rica,CENTRAL AMERICA,5.3
Bernal Jiménez Monge,Costa Rica,CENTRAL AMERICA,5.3
Ramón Jiménez y Robredo,Costa Rica,CENTRAL AMERICA,5.3
José Miguel Alfaro Rodríguez,Costa Rica,CENTRAL AMERICA,5.3
Pedro María León-Páez y Brown,Costa Rica,CENTRAL AMERICA,5.3
Óscar López (politician),Costa Rica,CENTRAL AMERICA,5.3
Juan de los Santos Madriz y Cervantes,Costa Rica,CENTRAL AMERICA,5.3
Félix Arcadio Montero Monge,Costa Rica,CENTRAL AMERICA,5.3
José Joaquín Mora Porras,Costa Rica,CENTRAL AMERICA,5.3
Mary Munive,Costa Rica,CENTRAL AMERICA,5.3
Rafael Moya Murillo,Costa Rica,CENTRAL AMERICA,5.3
María Teresa Obregón Zamora,Costa Rica,CENTRAL AMERICA,5.3
Rodrigo Oreamuno Blanco,Costa Rica,CENTRAL AMERICA,5.3
Joaquín de Oreamuno,Costa Rica,CENTRAL AMERICA,5.3
Rafael Francisco Osejo,Costa Rica,CENTRAL AMERICA,5.3
Pablo Presbere,Costa Rica,CENTRAL AMERICA,5.3
Manuel María de Peralta y Alfaro,Costa Rica,CENTRAL AMERICA,5.3
José María de Peralta,Costa Rica,CENTRAL AMERICA,5.3
Manuel María de Peralta y López del Corral,Costa Rica,CENTRAL AMERICA,5.3
Cipriano Pérez y Arias,Costa Rica,CENTRAL AMERICA,5.3
Eusebio Prieto y Ruiz,Costa Rica,CENTRAL AMERICA,5.3
Carmen Quesada Santamaría,Costa Rica,CENTRAL AMERICA,5.3
José Pablo Quirós Quirós,Costa Rica,CENTRAL AMERICA,5.3
Gregorio José Ramírez,Costa Rica,CENTRAL AMERICA,5.3
Rafael Ramírez Hidalgo,Costa Rica,CENTRAL AMERICA,5.3
Carlos Ricardo Benavides Jiménez,Costa Rica,CENTRAL AMERICA,5.3
Rodrigo Altmann Ortiz,Costa Rica,CENTRAL AMERICA,5.3
Santiago Mayas,Costa Rica,CENTRAL AMERICA,5.3
Siarke,Costa Rica,CENTRAL AMERICA,5.3
Tomás Enrique Soley Soler,Costa Rica,CENTRAL AMERICA,5.3
José María Soto Alfaro,Costa Rica,CENTRAL AMERICA,5.3
Nazario Toledo,Costa Rica,CENTRAL AMERICA,5.3
Marco Vinicio Vargas Pereira,Costa Rica,CENTRAL AMERICA,5.3
Santos Velázquez y Tinoco,Costa Rica,CENTRAL AMERICA,5.3
William Forbes (Talamancan king),Costa Rica,CENTRAL AMERICA,5.3
Ivan Anušić,Croatia,SOUTHERN EUROPE,3.8
Mato Arlović,Croatia,SOUTHERN EUROPE,3.8
Branko Bačić,Croatia,SOUTHERN EUROPE,3.8
Fran Barac,Croatia,SOUTHERN EUROPE,3.8
Stephen Nikola Bartulica,Croatia,SOUTHERN EUROPE,3.8
Živko Bertić,Croatia,SOUTHERN EUROPE,3.8
Ante Biankini,Croatia,SOUTHERN EUROPE,3.8
Juraj Biankini,Croatia,SOUTHERN EUROPE,3.8
Antun Bonifačić,Croatia,SOUTHERN EUROPE,3.8
Andrija Torkvat Brlić,Croatia,SOUTHERN EUROPE,3.8
Josip Broz Tito,Croatia,SOUTHERN EUROPE,3.8
"Gajo Bulat (politician, born 1867)",Croatia,SOUTHERN EUROPE,3.8
Nadežda Čačinovič,Croatia,SOUTHERN EUROPE,3.8
Gjuro Červar,Croatia,SOUTHERN EUROPE,3.8
Melko Čingrija,Croatia,SOUTHERN EUROPE,3.8
Pero Čingrija,Croatia,SOUTHERN EUROPE,3.8
Juraj Demetrović,Croatia,SOUTHERN EUROPE,3.8
Mate Drinković,Croatia,SOUTHERN EUROPE,3.8
Nikica Gabrić,Croatia,SOUTHERN EUROPE,3.8
Leon Geršković,Croatia,SOUTHERN EUROPE,3.8
Pavle Gregorić,Croatia,SOUTHERN EUROPE,3.8
Ernest Jelušić,Croatia,SOUTHERN EUROPE,3.8
Emerik Josipović,Croatia,SOUTHERN EUROPE,3.8
Gejza Josipović,Croatia,SOUTHERN EUROPE,3.8
Radovan Juričić,Croatia,SOUTHERN EUROPE,3.8
Luka Kirac,Croatia,SOUTHERN EUROPE,3.8
Stjepan Kovačević,Croatia,SOUTHERN EUROPE,3.8
Josip Kregar,Croatia,SOUTHERN EUROPE,3.8
Izidor Kršnjavi,Croatia,SOUTHERN EUROPE,3.8
Ivo Krstelj,Croatia,SOUTHERN EUROPE,3.8
Šime Kurelić,Croatia,SOUTHERN EUROPE,3.8
Ante Mandić,Croatia,SOUTHERN EUROPE,3.8
Gavro Manojlović,Croatia,SOUTHERN EUROPE,3.8
Vladimir Mažuranić,Croatia,SOUTHERN EUROPE,3.8
Francesco Neffat,Croatia,SOUTHERN EUROPE,3.8
Fran Novljan,Croatia,SOUTHERN EUROPE,3.8
Adam Oster,Croatia,SOUTHERN EUROPE,3.8
Kata Pejnović,Croatia,SOUTHERN EUROPE,3.8
Ivo Pilar,Croatia,SOUTHERN EUROPE,3.8
Pero Pirker,Croatia,SOUTHERN EUROPE,3.8
Vladimir Prebeg,Croatia,SOUTHERN EUROPE,3.8
Svetozar Pribićević,Croatia,SOUTHERN EUROPE,3.8
Niko Pucić,Croatia,SOUTHERN EUROPE,3.8
Rafael Pucić,Croatia,SOUTHERN EUROPE,3.8
Ivica Puljak,Croatia,SOUTHERN EUROPE,3.8
Mario Radić (politician),Croatia,SOUTHERN EUROPE,3.8
Svetozar Rittig,Croatia,SOUTHERN EUROPE,3.8
Juraj Rukavina Vidovgradski (politician),Croatia,SOUTHERN EUROPE,3.8
Juraj Rukavina Vidovgradski (soldier),Croatia,SOUTHERN EUROPE,3.8
Vjekoslav Servatzy,Croatia,SOUTHERN EUROPE,3.8
Ivan Vilibor Sinčić,Croatia,SOUTHERN EUROPE,3.8
Tadija Smičiklas,Croatia,SOUTHERN EUROPE,3.8
Predrag Štromar,Croatia,SOUTHERN EUROPE,3.8
Josip Juraj Strossmayer,Croatia,SOUTHERN EUROPE,3.8
Ante Šupuk,Croatia,SOUTHERN EUROPE,3.8
Đuro Šurmin,Croatia,SOUTHERN EUROPE,3.8
Petar Dragan Turković,Croatia,SOUTHERN EUROPE,3.8
Vjenceslav Turković,Croatia,SOUTHERN EUROPE,3.8
Ljudevit Vukotinović,Croatia,SOUTHERN EUROPE,3.8
Dragan Vulin,Croatia,SOUTHERN EUROPE,3.8
Većeslav Wilder,Croatia,SOUTHERN EUROPE,3.8
Lordan Zafranović,Croatia,SOUTHERN EUROPE,3.8
Ivana Živković,Croatia,SOUTHERN EUROPE,3.8
Savo Zlatić,Croatia,SOUTHERN EUROPE,3.8
Ante Županović,Croatia,SOUTHERN EUROPE,3.8
Prime Ministers of Cuba,Cuba,CARIBBEAN,11.0
President of Cuba,Cuba,CARIBBEAN,11.0
Eduardo Agramonte Piña,Cuba,CARIBBEAN,11.0
Ignacio Agramonte,Cuba,CARIBBEAN,11.0
Francisco Agüero Velasco,Cuba,CARIBBEAN,11.0
Alberto López Díaz,Cuba,CARIBBEAN,11.0
Sebastian Arcos Bergnes,Cuba,CARIBBEAN,11.0
Gustavo Arcos,Cuba,CARIBBEAN,11.0
Juan de Ayala y Escobar,Cuba,CARIBBEAN,11.0
Miguel Brugueras,Cuba,CARIBBEAN,11.0
Leopoldo Cancio,Cuba,CARIBBEAN,11.0
Demetrio Castillo Duany,Cuba,CARIBBEAN,11.0
Vicente Manuel de Céspedes,Cuba,CARIBBEAN,11.0
Manuel Cidre,Cuba,CARIBBEAN,11.0
Rosendo Collazo,Cuba,CARIBBEAN,11.0
Concepción Campa Huergo,Cuba,CARIBBEAN,11.0
José María Coppinger,Cuba,CARIBBEAN,11.0
Miguel Díaz-Canel,Cuba,CARIBBEAN,11.0
Manuel Dorta-Duque,Cuba,CARIBBEAN,11.0
Carlos Fernández Gondín,Cuba,CARIBBEAN,11.0
Orestes Ferrara,Cuba,CARIBBEAN,11.0
Porfirio Franca,Cuba,CARIBBEAN,11.0
Francisco de Arango y Parreño,Cuba,CARIBBEAN,11.0
Edith García Buchaca,Cuba,CARIBBEAN,11.0
Eumelín González Sánchez,Cuba,CARIBBEAN,11.0
Aurelio Hevia,Cuba,CARIBBEAN,11.0
Fernando Heydrich,Cuba,CARIBBEAN,11.0
Alfredo Hornedo,Cuba,CARIBBEAN,11.0
José Irisarri,Cuba,CARIBBEAN,11.0
Perfecto Lacoste,Cuba,CARIBBEAN,11.0
José Francisco Lemus,Cuba,CARIBBEAN,11.0
Manuel Marrero Cruz,Cuba,CARIBBEAN,11.0
Rubén Martínez Puente,Cuba,CARIBBEAN,11.0
Augusto Martínez Sánchez,Cuba,CARIBBEAN,11.0
Bartolomé Masó,Cuba,CARIBBEAN,11.0
Ramón Meza y Suárez Inclán,Cuba,CARIBBEAN,11.0
Rafael Montoro,Cuba,CARIBBEAN,11.0
Bartolomé Morales,Cuba,CARIBBEAN,11.0
José Núñez de Cáceres,Cuba,CARIBBEAN,11.0
Juan Vitalio Acuña Núñez,Cuba,CARIBBEAN,11.0
Frank País,Cuba,CARIBBEAN,11.0
Pedro Esteban González-Larrinaga,Cuba,CARIBBEAN,11.0
Guillermo Portela,Cuba,CARIBBEAN,11.0
Juan Nepomuceno de Quesada,Cuba,CARIBBEAN,11.0
Luis Alberto Rodríguez López-Calleja,Cuba,CARIBBEAN,11.0
Francisco Sánchez Betancourt,Cuba,CARIBBEAN,11.0
"Salvador José de Muro, 2nd Marquis of Someruelos",Cuba,CARIBBEAN,11.0
Laureano de Torres y Ayala,Cuba,CARIBBEAN,11.0
Salvador Valdés Mesa,Cuba,CARIBBEAN,11.0
Antonio Zambrana,Cuba,CARIBBEAN,11.0
Mine Atlı,Cyprus,WESTERN ASIA,1.3
Christos Christou (politician),Cyprus,WESTERN ASIA,1.3
Ioannis Clerides,Cyprus,WESTERN ASIA,1.3
Katherine Clerides,Cyprus,WESTERN ASIA,1.3
Takis Evdokas,Cyprus,WESTERN ASIA,1.3
Oz Karahan,Cyprus,WESTERN ASIA,1.3
Stelios Koiliaris,Cyprus,WESTERN ASIA,1.3
Andreas Koukouma,Cyprus,WESTERN ASIA,1.3
Pantelis Kouros,Cyprus,WESTERN ASIA,1.3
Kyrillos III of Cyprus,Cyprus,WESTERN ASIA,1.3
Michalis Paraskevas,Cyprus,WESTERN ASIA,1.3
Christos Patsalides,Cyprus,WESTERN ASIA,1.3
Nicos A. Rolandis,Cyprus,WESTERN ASIA,1.3
Benon Sevan,Cyprus,WESTERN ASIA,1.3
Stefanos Stefanou,Cyprus,WESTERN ASIA,1.3
Michael Zampelas,Cyprus,WESTERN ASIA,1.3
Josef Barák,Czechia,EASTERN EUROPE,10.9
Dagmar Burešová,Czechia,EASTERN EUROPE,10.9
František Ringo Čech,Czechia,EASTERN EUROPE,10.9
Jaroslav Chalupský,Czechia,EASTERN EUROPE,10.9
Count Václav Antonín Chotek of Chotkov and Vojnín,Czechia,EASTERN EUROPE,10.9
Petr Cibulka,Czechia,EASTERN EUROPE,10.9
Josef Šebestián Daubek,Czechia,EASTERN EUROPE,10.9
Karel Domin,Czechia,EASTERN EUROPE,10.9
Jaroslav Foldyna,Czechia,EASTERN EUROPE,10.9
Vladimír Franz,Czechia,EASTERN EUROPE,10.9
Josef Václav Frič,Czechia,EASTERN EUROPE,10.9
Radola Gajda,Czechia,EASTERN EUROPE,10.9
Julius Gregr,Czechia,EASTERN EUROPE,10.9
Tomáš Grulich,Czechia,EASTERN EUROPE,10.9
Karel Havlík,Czechia,EASTERN EUROPE,10.9
Eduard Hedvicek,Czechia,EASTERN EUROPE,10.9
Vladimír Hučín,Czechia,EASTERN EUROPE,10.9
Stanislav Huml,Czechia,EASTERN EUROPE,10.9
Martin Jahn,Czechia,EASTERN EUROPE,10.9
Antonín Janoušek,Czechia,EASTERN EUROPE,10.9
Josef Ježek,Czechia,EASTERN EUROPE,10.9
Ladislav Jirků,Czechia,EASTERN EUROPE,10.9
Svatopluk Karásek,Czechia,EASTERN EUROPE,10.9
"Wenzel Anton, Prince of Kaunitz-Rietberg",Czechia,EASTERN EUROPE,10.9
Philip Kinsky of Wchinitz and Tettau,Czechia,EASTERN EUROPE,10.9
Bohuslav Kokotek,Czechia,EASTERN EUROPE,10.9
Jiří Kopal,Czechia,EASTERN EUROPE,10.9
Jan Krejčí,Czechia,EASTERN EUROPE,10.9
Tomáš Kvapil,Czechia,EASTERN EUROPE,10.9
Jan Lacina,Czechia,EASTERN EUROPE,10.9
Lubomír Ledl,Czechia,EASTERN EUROPE,10.9
Miroslav Lidinský,Czechia,EASTERN EUROPE,10.9
Jiří Lobkowicz,Czechia,EASTERN EUROPE,10.9
Jiří Löw,Czechia,EASTERN EUROPE,10.9
Ivan Mašek,Czechia,EASTERN EUROPE,10.9
Mikuláš of Hus,Czechia,EASTERN EUROPE,10.9
Zdeněk Mraček,Czechia,EASTERN EUROPE,10.9
Jana Nečasová,Czechia,EASTERN EUROPE,10.9
Joseph Nekl,Czechia,EASTERN EUROPE,10.9
Jiří Oberfalzer,Czechia,EASTERN EUROPE,10.9
Roman Onderka,Czechia,EASTERN EUROPE,10.9
Vladimír Oplt,Czechia,EASTERN EUROPE,10.9
Mojmír Povolný,Czechia,EASTERN EUROPE,10.9
Vladimír Príkazský,Czechia,EASTERN EUROPE,10.9
Ondřej Přikryl,Czechia,EASTERN EUROPE,10.9
Jozef Regec,Czechia,EASTERN EUROPE,10.9
František Reichel,Czechia,EASTERN EUROPE,10.9
Bedřich Reicin,Czechia,EASTERN EUROPE,10.9
Richard Sacher,Czechia,EASTERN EUROPE,10.9
Tomáš Eduard Šilinger,Czechia,EASTERN EUROPE,10.9
Karel Sladkovský,Czechia,EASTERN EUROPE,10.9
Karel Štogl,Czechia,EASTERN EUROPE,10.9
Matěj Stropnický,Czechia,EASTERN EUROPE,10.9
Jiří Svoboda (director),Czechia,EASTERN EUROPE,10.9
Miroslav Tetter,Czechia,EASTERN EUROPE,10.9
"Leopold, Count von Thun und Hohenstein",Czechia,EASTERN EUROPE,10.9
Tomáš Vandas,Czechia,EASTERN EUROPE,10.9
Jiří Ventruba,Czechia,EASTERN EUROPE,10.9
Jan Vrba (politician),Czechia,EASTERN EUROPE,10.9
Stanislav Žalud,Czechia,EASTERN EUROPE,10.9
Moussa Ali Abdoulkader,Djibouti,EASTERN AFRICA,1.1
Djama Ali Moussa,Djibouti,EASTERN AFRICA,1.1
Choukri Djibah,Djibouti,EASTERN AFRICA,1.1
Omar Farah Iltireh,Djibouti,EASTERN AFRICA,1.1
Daher Ahmed Farah,Djibouti,EASTERN AFRICA,1.1
Ahmed Goumane-Roble,Djibouti,EASTERN AFRICA,1.1
Halo Mohamed Ibrahim,Djibouti,EASTERN AFRICA,1.1
Barkat Gourad Hamadou,Djibouti,EASTERN AFRICA,1.1
Mahmoud Harbi,Djibouti,EASTERN AFRICA,1.1
Abdallah Barkat Ibrahim,Djibouti,EASTERN AFRICA,1.1
Mohamed Kamil,Djibouti,EASTERN AFRICA,1.1
Mahamoud Moustapha Daher,Djibouti,EASTERN AFRICA,1.1
Ahmed-Idriss Moussa,Djibouti,EASTERN AFRICA,1.1
Omar Osman Rabe,Djibouti,EASTERN AFRICA,1.1
Mohamed Warsama Ragueh,Djibouti,EASTERN AFRICA,1.1
President of the Dominican Republic,Dominican Republic,CARIBBEAN,11.3
Johnny Abbes,Dominican Republic,CARIBBEAN,11.3
José Rafael Abinader,Dominican Republic,CARIBBEAN,11.3
Yamil Abreu Navarro,Dominican Republic,CARIBBEAN,11.3
Roberto Álvarez Gil,Dominican Republic,CARIBBEAN,11.3
Casimiro Antonio Marte Familia,Dominican Republic,CARIBBEAN,11.3
Ramón Marrero Aristy,Dominican Republic,CARIBBEAN,11.3
José María Cabral y Báez,Dominican Republic,CARIBBEAN,11.3
José María Caminero,Dominican Republic,CARIBBEAN,11.3
Miguel Cocco,Dominican Republic,CARIBBEAN,11.3
Ramón Tapia Espinal,Dominican Republic,CARIBBEAN,11.3
Viriato Fiallo,Dominican Republic,CARIBBEAN,11.3
Franklin Franco,Dominican Republic,CARIBBEAN,11.3
José Gabriel García,Dominican Republic,CARIBBEAN,11.3
Rosa Gómez de Mejía,Dominican Republic,CARIBBEAN,11.3
Maximiliano Gómez,Dominican Republic,CARIBBEAN,11.3
Juan Isidro Jimenes Grullón,Dominican Republic,CARIBBEAN,11.3
Isabel Mayer,Dominican Republic,CARIBBEAN,11.3
Valentin Medrano Pérez,Dominican Republic,CARIBBEAN,11.3
Miguel Mejía (politician),Dominican Republic,CARIBBEAN,11.3
Matías Ramón Mella,Dominican Republic,CARIBBEAN,11.3
Guillermo Moreno García,Dominican Republic,CARIBBEAN,11.3
Juan Vicente Moscoso,Dominican Republic,CARIBBEAN,11.3
José Ignacio Paliza,Dominican Republic,CARIBBEAN,11.3
Porfirio Andrés Bautista García,Dominican Republic,CARIBBEAN,11.3
Emilio Prud'Homme,Dominican Republic,CARIBBEAN,11.3
Ramón Antonio Ramírez,Dominican Republic,CARIBBEAN,11.3
Roberto Salcedo Sr.,Dominican Republic,CARIBBEAN,11.3
Juan Sánchez Ramírez,Dominican Republic,CARIBBEAN,11.3
Francisco del Rosario Sánchez,Dominican Republic,CARIBBEAN,11.3
Julián Serulle,Dominican Republic,CARIBBEAN,11.3
Josefina Stubbs,Dominican Republic,CARIBBEAN,11.3
Tomás Pimentel,Dominican Republic,CARIBBEAN,11.3
Jack Veneno,Dominican Republic,CARIBBEAN,11.3
Geovanny Vicente,Dominican Republic,CARIBBEAN,11.3
Abelardo Vicioso,Dominican Republic,CARIBBEAN,11.3
Elías Wessin y Wessin,Dominican Republic,CARIBBEAN,11.3
Jorge Radhamés Zorrilla Ozuna,Dominican Republic,CARIBBEAN,11.3
Aliança de Araújo,Timor Leste,SOUTHEAST ASIA,1.4
Manuel Carrascalão,Timor Leste,SOUTHEAST ASIA,1.4
Brigida Antónia Correia,Timor Leste,SOUTHEAST ASIA,1.4
Isabel da Costa Ferreira,Timor Leste,SOUTHEAST ASIA,1.4
Albina Marçal Freitas,Timor Leste,SOUTHEAST ASIA,1.4
Ángela Freitas,Timor Leste,SOUTHEAST ASIA,1.4
Justino Mota,Timor Leste,SOUTHEAST ASIA,1.4
Olinda Morais,Timor Leste,SOUTHEAST ASIA,1.4
Manuel Magalhaes de Oliveira,Timor Leste,SOUTHEAST ASIA,1.4
Alfredo Pires,Timor Leste,SOUTHEAST ASIA,1.4
Nino Konis Santana,Timor Leste,SOUTHEAST ASIA,1.4
José Abílio Osório Soares,Timor Leste,SOUTHEAST ASIA,1.4
João da Costa Tavares,Timor Leste,SOUTHEAST ASIA,1.4
Mário Viegas Carrascalão,Timor Leste,SOUTHEAST ASIA,1.4
Maria Terezinha Viegas,Timor Leste,SOUTHEAST ASIA,1.4
Luzmila Abad,Ecuador,SOUTH AMERICA,17.1
Julio Martinez Acosta,Ecuador,SOUTH AMERICA,17.1
Carlos Arizaga Toral,Ecuador,SOUTH AMERICA,17.1
Aurora Estrada y Ayala,Ecuador,SOUTH AMERICA,17.1
Fernando Balda,Ecuador,SOUTH AMERICA,17.1
María Sol Corral,Ecuador,SOUTH AMERICA,17.1
Jaime Durán Barba,Ecuador,SOUTH AMERICA,17.1
Xavier Enderica,Ecuador,SOUTH AMERICA,17.1
Isabel Enriquez,Ecuador,SOUTH AMERICA,17.1
Ibeth Estupiñán,Ecuador,SOUTH AMERICA,17.1
Guillermo Franco (Ecuadorian general),Ecuador,SOUTH AMERICA,17.1
Galo Lara,Ecuador,SOUTH AMERICA,17.1
Andrea González Náder,Ecuador,SOUTH AMERICA,17.1
Pablo Guerrero Martinez,Ecuador,SOUTH AMERICA,17.1
Agustín Intriago,Ecuador,SOUTH AMERICA,17.1
Jaminton Intriago,Ecuador,SOUTH AMERICA,17.1
Roberto Izurieta,Ecuador,SOUTH AMERICA,17.1
Marcel Jacobo Laniado de Wind,Ecuador,SOUTH AMERICA,17.1
Luis A. Martínez,Ecuador,SOUTH AMERICA,17.1
Pedro Moncayo,Ecuador,SOUTH AMERICA,17.1
Mayra Montaño,Ecuador,SOUTH AMERICA,17.1
Fabrizio Moreira,Ecuador,SOUTH AMERICA,17.1
Diego Morejón,Ecuador,SOUTH AMERICA,17.1
Catalina Ontaneda,Ecuador,SOUTH AMERICA,17.1
Johanna Ortiz,Ecuador,SOUTH AMERICA,17.1
Mónica Palencia,Ecuador,SOUTH AMERICA,17.1
Ismael Pérez Pazmiño,Ecuador,SOUTH AMERICA,17.1
Filoteo Samaniego,Ecuador,SOUTH AMERICA,17.1
Gabriela Sommerfeld,Ecuador,SOUTH AMERICA,17.1
Arianna Tanca,Ecuador,SOUTH AMERICA,17.1
Alfredo Vera Vera,Ecuador,SOUTH AMERICA,17.1
Paola Vintimilla,Ecuador,SOUTH AMERICA,17.1
Mariana Yumbay,Ecuador,SOUTH AMERICA,17.1
Ahmad Pasha al-Munkali,Egypt,NORTHERN AFRICA,105.2
Ahmed Issa (Egyptian politician),Egypt,NORTHERN AFRICA,105.2
Hamdi al-Sayyid,Egypt,NORTHERN AFRICA,105.2
Mohsen Badawi,Egypt,NORTHERN AFRICA,105.2
Abdelfattah al-Banna,Egypt,NORTHERN AFRICA,105.2
Joseph Cattaui,Egypt,NORTHERN AFRICA,105.2
Khaled Dawoud,Egypt,NORTHERN AFRICA,105.2
Nabil Dibis,Egypt,NORTHERN AFRICA,105.2
Ahmed Emad El-Din Radi,Egypt,NORTHERN AFRICA,105.2
Sameh Seif El-Yazal,Egypt,NORTHERN AFRICA,105.2
Ibrahim El-Gohary,Egypt,NORTHERN AFRICA,105.2
Mamdouh Habib,Egypt,NORTHERN AFRICA,105.2
Rafik Habib,Egypt,NORTHERN AFRICA,105.2
Hisham Amna,Egypt,NORTHERN AFRICA,105.2
Mohamed Ismail,Egypt,NORTHERN AFRICA,105.2
Khaled Aly el-Bakly,Egypt,NORTHERN AFRICA,105.2
Mostafa Madbouly,Egypt,NORTHERN AFRICA,105.2
Mahmoud Ahmad Ibiary,Egypt,NORTHERN AFRICA,105.2
Mahmoud Esmat,Egypt,NORTHERN AFRICA,105.2
Mona Makram-Ebeid,Egypt,NORTHERN AFRICA,105.2
Gawdat al-Malt,Egypt,NORTHERN AFRICA,105.2
Ahmad Mazlum,Egypt,NORTHERN AFRICA,105.2
George Messiha,Egypt,NORTHERN AFRICA,105.2
Mohamed Maait,Egypt,NORTHERN AFRICA,105.2
Mostafa Alnagar,Egypt,NORTHERN AFRICA,105.2
Omar Marwan,Egypt,NORTHERN AFRICA,105.2
Qatawi family,Egypt,NORTHERN AFRICA,105.2
Diaa Rashwan,Egypt,NORTHERN AFRICA,105.2
Talaat Sadat,Egypt,NORTHERN AFRICA,105.2
Soares family,Egypt,NORTHERN AFRICA,105.2
Soha Gendi,Egypt,NORTHERN AFRICA,105.2
Youssef Zulficar Pasha,Egypt,NORTHERN AFRICA,105.2
Abdullah Omran Taryam,United Arab Emirates,WESTERN ASIA,9.5
Ahmed bin Mohammed Al Maktoum,United Arab Emirates,WESTERN ASIA,9.5
Mohamed bin Hadi Al Hussaini,United Arab Emirates,WESTERN ASIA,9.5
Hassan al Diqqi,United Arab Emirates,WESTERN ASIA,9.5
Ahmed bin Rashid Al Maktoum,United Arab Emirates,WESTERN ASIA,9.5
Ahmed bin Saeed Al Maktoum,United Arab Emirates,WESTERN ASIA,9.5
Mohammed bin Khalifa Al Maktoum,United Arab Emirates,WESTERN ASIA,9.5
Saeed bin Maktoum bin Hasher Al Maktoum,United Arab Emirates,WESTERN ASIA,9.5
Hawaa Al Mansoori,United Arab Emirates,WESTERN ASIA,9.5
Mohammed bin Saud Al Qasimi,United Arab Emirates,WESTERN ASIA,9.5
Hamed bin Zayed Al Nahyan,United Arab Emirates,WESTERN ASIA,9.5
Khaled bin Mohamed Al Nahyan,United Arab Emirates,WESTERN ASIA,9.5
Mohammed bin Khalifa bin Zayed Al Nahyan,United Arab Emirates,WESTERN ASIA,9.5
Mohamed bin Zayed Al Nahyan,United Arab Emirates,WESTERN ASIA,9.5
Saeed bin Zayed Al Nahyan,United Arab Emirates,WESTERN ASIA,9.5
Saqr bin Zayed Al Nahyan,United Arab Emirates,WESTERN ASIA,9.5
Shakhbut bin Sultan Al Nahyan,United Arab Emirates,WESTERN ASIA,9.5
Mohammed Hussein Al Shaali,United Arab Emirates,WESTERN ASIA,9.5
Abdulaziz Nasser Al Shamsi,United Arab Emirates,WESTERN ASIA,9.5
Ahmad Al Tayer,United Arab Emirates,WESTERN ASIA,9.5
Vice President of the United Arab Emirates,United Arab Emirates,WESTERN ASIA,9.5
Felipe Hinestrosa Ikaka,Equatorial Guinea,MIDDLE AFRICA,1.7
